fk_index_item_description,code,parent,concept_name,source,standard_semantic_hierarchy
Medical art services,541430,None,NAICS Index Item Description Code,2022 NAICS,No
"Medical artists, independent",541430,None,NAICS Index Item Description Code,2022 NAICS,No
Medical illustration services,541430,None,NAICS Index Item Description Code,2022 NAICS,No
"Medical illustrators, independent",541430,None,NAICS Index Item Description Code,2022 NAICS,No
Silk screen design services,541430,None,NAICS Index Item Description Code,2022 NAICS,No
"Studios, commercial art",541430,None,NAICS Index Item Description Code,2022 NAICS,No
Clothing design services,541490,None,NAICS Index Item Description Code,2022 NAICS,No
Costume design services (except independent theatrical costume designers),541490,None,NAICS Index Item Description Code,2022 NAICS,No
Fashion design services,541490,None,NAICS Index Item Description Code,2022 NAICS,No
Fashion designer services,541490,None,NAICS Index Item Description Code,2022 NAICS,No
Float design services,541490,None,NAICS Index Item Description Code,2022 NAICS,No
Fur design services,541490,None,NAICS Index Item Description Code,2022 NAICS,No
Jewelry design services,541490,None,NAICS Index Item Description Code,2022 NAICS,No
Lighting design services,541490,None,NAICS Index Item Description Code,2022 NAICS,No
Shoe design services,541490,None,NAICS Index Item Description Code,2022 NAICS,No
Textile design services,541490,None,NAICS Index Item Description Code,2022 NAICS,No
"Applications software programming services, custom computer",541511,None,NAICS Index Item Description Code,2022 NAICS,No
"Computer program or software development, custom",541511,None,NAICS Index Item Description Code,2022 NAICS,No
"Computer programming services, custom",541511,None,NAICS Index Item Description Code,2022 NAICS,No
"Computer software analysis and design services, custom",541511,None,NAICS Index Item Description Code,2022 NAICS,No
"Computer software programming services, custom",541511,None,NAICS Index Item Description Code,2022 NAICS,No
"Computer software support services, custom",541511,None,NAICS Index Item Description Code,2022 NAICS,No
Industrial robot automation applications/software design and development services,541511,None,NAICS Index Item Description Code,2022 NAICS,No
Industrial robot programming services,541511,None,NAICS Index Item Description Code,2022 NAICS,No
Machine vision software design and development services,541511,None,NAICS Index Item Description Code,2022 NAICS,No
Material handling robot applications/software design and development services,541511,None,NAICS Index Item Description Code,2022 NAICS,No
"Programming services, custom computer",541511,None,NAICS Index Item Description Code,2022 NAICS,No
Robotics applications/software design and development services,541511,None,NAICS Index Item Description Code,2022 NAICS,No
Robotics process automation software design and development services,541511,None,NAICS Index Item Description Code,2022 NAICS,No
"Search engine optimization (SEO) services, custom (except hosting and infrastructure support services)",541511,None,NAICS Index Item Description Code,2022 NAICS,No
"Software analysis and design services, custom computer",541511,None,NAICS Index Item Description Code,2022 NAICS,No
"Software programming services, custom computer",541511,None,NAICS Index Item Description Code,2022 NAICS,No
"Web (i.e., Internet) page design services, custom",541511,None,NAICS Index Item Description Code,2022 NAICS,No
Welding robot applications/software design and development services,541511,None,NAICS Index Item Description Code,2022 NAICS,No
Audio visual and IT (information technology) systems integration design services,541512,None,NAICS Index Item Description Code,2022 NAICS,No
CAD (computer-aided design) systems integration design services,541512,None,NAICS Index Item Description Code,2022 NAICS,No
CAE (computer-aided engineering) systems integration design services,541512,None,NAICS Index Item Description Code,2022 NAICS,No
CAM (computer-aided manufacturing) systems integration design services,541512,None,NAICS Index Item Description Code,2022 NAICS,No
Computer hardware consulting services or consultants,541512,None,NAICS Index Item Description Code,2022 NAICS,No
Computer software consulting services or consultants,541512,None,NAICS Index Item Description Code,2022 NAICS,No
Computer systems integration analysis and design services,541512,None,NAICS Index Item Description Code,2022 NAICS,No
Computer systems integration design consulting services,541512,None,NAICS Index Item Description Code,2022 NAICS,No
Computer systems integrator services,541512,None,NAICS Index Item Description Code,2022 NAICS,No
Computer-aided design (CAD) systems integration design services,541512,None,NAICS Index Item Description Code,2022 NAICS,No
Computer-aided engineering (CAE) systems integration design services,541512,None,NAICS Index Item Description Code,2022 NAICS,No
Computer-aided manufacturing (CAM) systems integration design services,541512,None,NAICS Index Item Description Code,2022 NAICS,No
Information management computer systems integration design services,541512,None,NAICS Index Item Description Code,2022 NAICS,No
Local area network (LAN) computer systems integration design services,541512,None,NAICS Index Item Description Code,2022 NAICS,No
"Network systems integration design services, computer",541512,None,NAICS Index Item Description Code,2022 NAICS,No
Office automation computer systems integration design services,541512,None,NAICS Index Item Description Code,2022 NAICS,No
"Systems integration design consulting services, computer",541512,None,NAICS Index Item Description Code,2022 NAICS,No
"Systems integration design services, computer",541512,None,NAICS Index Item Description Code,2022 NAICS,No
"Computer systems facilities (i.e., clients' facilities) management and operation services",541513,None,NAICS Index Item Description Code,2022 NAICS,No
"Data processing facilities (i.e., clients' facilities) management and operation services",541513,None,NAICS Index Item Description Code,2022 NAICS,No
"Facilities (i.e., clients' facilities) management and operation services, computer systems or data processing",541513,None,NAICS Index Item Description Code,2022 NAICS,No
"Facilities (i.e., clients' facilities) support services, computer systems or data processing",541513,None,NAICS Index Item Description Code,2022 NAICS,No
Computer disaster recovery services,541519,None,NAICS Index Item Description Code,2022 NAICS,No
"Software installation services, computer",541519,None,NAICS Index Item Description Code,2022 NAICS,No
Administrative management consulting services,541611,None,NAICS Index Item Description Code,2022 NAICS,No
Business management consulting services,541611,None,NAICS Index Item Description Code,2022 NAICS,No
Business start-up consulting services,541611,None,NAICS Index Item Description Code,2022 NAICS,No
Financial management consulting (except investment advice) services,541611,None,NAICS Index Item Description Code,2022 NAICS,No
General management consulting services,541611,None,NAICS Index Item Description Code,2022 NAICS,No
Medical office management consulting services or consultants,541611,None,NAICS Index Item Description Code,2022 NAICS,No
Records management consulting services,541611,None,NAICS Index Item Description Code,2022 NAICS,No
Reorganizational consulting services,541611,None,NAICS Index Item Description Code,2022 NAICS,No
Site location consulting services,541611,None,NAICS Index Item Description Code,2022 NAICS,No
Site selection consulting services,541611,None,NAICS Index Item Description Code,2022 NAICS,No
Strategic planning consulting services,541611,None,NAICS Index Item Description Code,2022 NAICS,No
Actuarial consulting services (except insurance actuarial services),541612,None,NAICS Index Item Description Code,2022 NAICS,No
Benefit consulting services,541612,None,NAICS Index Item Description Code,2022 NAICS,No
Compensation consulting services,541612,None,NAICS Index Item Description Code,2022 NAICS,No
Compensation planning services,541612,None,NAICS Index Item Description Code,2022 NAICS,No
Employee assessment consulting services,541612,None,NAICS Index Item Description Code,2022 NAICS,No
Employee benefit consulting services,541612,None,NAICS Index Item Description Code,2022 NAICS,No
Employee compensation consulting services,541612,None,NAICS Index Item Description Code,2022 NAICS,No
Human resource consulting services,541612,None,NAICS Index Item Description Code,2022 NAICS,No
Labor relations consulting services,541612,None,NAICS Index Item Description Code,2022 NAICS,No
Organization development consulting services,541612,None,NAICS Index Item Description Code,2022 NAICS,No
Personnel management consulting services,541612,None,NAICS Index Item Description Code,2022 NAICS,No
Customer service management consulting services,541613,None,NAICS Index Item Description Code,2022 NAICS,No
Marketing consulting services,541613,None,NAICS Index Item Description Code,2022 NAICS,No
Marketing management consulting services,541613,None,NAICS Index Item Description Code,2022 NAICS,No
New product development consulting services,541613,None,NAICS Index Item Description Code,2022 NAICS,No
Sales management consulting services,541613,None,NAICS Index Item Description Code,2022 NAICS,No
Customs consulting services,541614,None,NAICS Index Item Description Code,2022 NAICS,No
"Efficiency management (i.e., efficiency expert) consulting services",541614,None,NAICS Index Item Description Code,2022 NAICS,No
Freight rate auditor services,541614,None,NAICS Index Item Description Code,2022 NAICS,No
Freight rate consulting services,541614,None,NAICS Index Item Description Code,2022 NAICS,No
Freight traffic consulting services,541614,None,NAICS Index Item Description Code,2022 NAICS,No
Inventory planning and control management consulting services,541614,None,NAICS Index Item Description Code,2022 NAICS,No
Logistics and integrated supply chain management consulting services,541614,None,NAICS Index Item Description Code,2022 NAICS,No
Logistics management consulting services,541614,None,NAICS Index Item Description Code,2022 NAICS,No
Manufacturing management consulting services,541614,None,NAICS Index Item Description Code,2022 NAICS,No
Manufacturing operations improvement consulting services,541614,None,NAICS Index Item Description Code,2022 NAICS,No
Materials management consulting services,541614,None,NAICS Index Item Description Code,2022 NAICS,No
Operations research consulting services,541614,None,NAICS Index Item Description Code,2022 NAICS,No
Physical distribution consulting services,541614,None,NAICS Index Item Description Code,2022 NAICS,No
Production planning and control consulting services,541614,None,NAICS Index Item Description Code,2022 NAICS,No
Productivity improvement consulting services,541614,None,NAICS Index Item Description Code,2022 NAICS,No
Tariff rate consulting services,541614,None,NAICS Index Item Description Code,2022 NAICS,No
Tariff rate information services,541614,None,NAICS Index Item Description Code,2022 NAICS,No
Transportation management consulting services,541614,None,NAICS Index Item Description Code,2022 NAICS,No
Telecommunications management consulting services,541618,None,NAICS Index Item Description Code,2022 NAICS,No
Utilities management consulting services,541618,None,NAICS Index Item Description Code,2022 NAICS,No
Ecological restoration consulting services,541620,None,NAICS Index Item Description Code,2022 NAICS,No
Environmental consulting services,541620,None,NAICS Index Item Description Code,2022 NAICS,No
Environmental reclamation planning services,541620,None,NAICS Index Item Description Code,2022 NAICS,No
Sanitation consulting services,541620,None,NAICS Index Item Description Code,2022 NAICS,No
Site remediation consulting services,541620,None,NAICS Index Item Description Code,2022 NAICS,No
Wetland restoration planning services,541620,None,NAICS Index Item Description Code,2022 NAICS,No
Agricultural consulting services,541690,None,NAICS Index Item Description Code,2022 NAICS,No
Agrology consulting services,541690,None,NAICS Index Item Description Code,2022 NAICS,No
Agronomy consulting services,541690,None,NAICS Index Item Description Code,2022 NAICS,No
Biological consulting services,541690,None,NAICS Index Item Description Code,2022 NAICS,No
Building envelope consulting services,541690,None,NAICS Index Item Description Code,2022 NAICS,No
Chemical consulting services,541690,None,NAICS Index Item Description Code,2022 NAICS,No
Dairy herd consulting services,541690,None,NAICS Index Item Description Code,2022 NAICS,No
Economic consulting services,541690,None,NAICS Index Item Description Code,2022 NAICS,No
Energy consulting services,541690,None,NAICS Index Item Description Code,2022 NAICS,No
Entomology consulting services,541690,None,NAICS Index Item Description Code,2022 NAICS,No
Geochemical consulting services,541690,None,NAICS Index Item Description Code,2022 NAICS,No
Horticultural consulting services,541690,None,NAICS Index Item Description Code,2022 NAICS,No
Hydrology consulting services,541690,None,NAICS Index Item Description Code,2022 NAICS,No
Livestock breeding consulting services,541690,None,NAICS Index Item Description Code,2022 NAICS,No
Motion picture consulting services,541690,None,NAICS Index Item Description Code,2022 NAICS,No
Nuclear energy consulting services,541690,None,NAICS Index Item Description Code,2022 NAICS,No
Physics consulting services,541690,None,NAICS Index Item Description Code,2022 NAICS,No
Radio consulting services,541690,None,NAICS Index Item Description Code,2022 NAICS,No
Roof consulting services,541690,None,NAICS Index Item Description Code,2022 NAICS,No
Safety consulting services,541690,None,NAICS Index Item Description Code,2022 NAICS,No
Security consulting services,541690,None,NAICS Index Item Description Code,2022 NAICS,No
Veterinary consulting services,541690,None,NAICS Index Item Description Code,2022 NAICS,No
Waterproof consulting services,541690,None,NAICS Index Item Description Code,2022 NAICS,No
Nanobiotechnologies research and experimental development laboratories,541713,None,NAICS Index Item Description Code,2022 NAICS,No
"Nanotechnology research and development laboratories or services, all fields of science",541713,None,NAICS Index Item Description Code,2022 NAICS,No
Biotechnology research and development laboratories or services (except nanobiotechnology research and development),541714,None,NAICS Index Item Description Code,2022 NAICS,No
Biotechnology research and development laboratories or services in agriculture (except nanobiotechnology research and development),541714,None,NAICS Index Item Description Code,2022 NAICS,No
Biotechnology research and development laboratories or services in bacteriology (except nanobiotechnology research and development),541714,None,NAICS Index Item Description Code,2022 NAICS,No
Biotechnology research and development laboratories or services in biology (except nanobiotechnology research and development),541714,None,NAICS Index Item Description Code,2022 NAICS,No
Biotechnology research and development laboratories or services in botany (except nanobiotechnology research and development),541714,None,NAICS Index Item Description Code,2022 NAICS,No
Biotechnology research and development laboratories or services in chemical sciences (except nanobiotechnology research and development),541714,None,NAICS Index Item Description Code,2022 NAICS,No
Biotechnology research and development laboratories or services in entomology (except nanobiotechnology research and development),541714,None,NAICS Index Item Description Code,2022 NAICS,No
Biotechnology research and development laboratories or services in environmental science (except nanobiotechnology research and development),541714,None,NAICS Index Item Description Code,2022 NAICS,No
Biotechnology research and development laboratories or services in food science (except nanobiotechnology research and development),541714,None,NAICS Index Item Description Code,2022 NAICS,No
Biotechnology research and development laboratories or services in genetics (except nanobiotechnology research and development),541714,None,NAICS Index Item Description Code,2022 NAICS,No
Biotechnology research and development laboratories or services in health sciences (except nanobiotechnology research and development),541714,None,NAICS Index Item Description Code,2022 NAICS,No
Biotechnology research and development laboratories or services in industrial research (except nanobiotechnology research and development),541714,None,NAICS Index Item Description Code,2022 NAICS,No
Biotechnology research and development laboratories or services in the medical sciences (except nanobiotechnology research and development),541714,None,NAICS Index Item Description Code,2022 NAICS,No
Biotechnology research and development laboratories or services in the physical sciences (except nanobiotechnology research and development),541714,None,NAICS Index Item Description Code,2022 NAICS,No
Biotechnology research and development laboratories or services in the veterinary sciences (except nanobiotechnology research and development),541714,None,NAICS Index Item Description Code,2022 NAICS,No
Cloning research and experimental development laboratories ,541714,None,NAICS Index Item Description Code,2022 NAICS,No
"DNA technologies (e.g., microarrays) research and experimental development laboratories ",541714,None,NAICS Index Item Description Code,2022 NAICS,No
Nucleic acid chemistry research and experimental development laboratories ,541714,None,NAICS Index Item Description Code,2022 NAICS,No
Protein engineering research and experimental development laboratories ,541714,None,NAICS Index Item Description Code,2022 NAICS,No
Recombinant DNA research and experimental development laboratories,541714,None,NAICS Index Item Description Code,2022 NAICS,No
Aerospace research and development (except prototype production),541715,None,NAICS Index Item Description Code,2022 NAICS,No
Agriculture research and development laboratories or services (except biotechnology and nanotechnology research and development),541715,None,NAICS Index Item Description Code,2022 NAICS,No
Artificial intelligence research and development laboratories or services,541715,None,NAICS Index Item Description Code,2022 NAICS,No
Bacteriological research and development laboratories or services (except biotechnology and nanotechnology research and development),541715,None,NAICS Index Item Description Code,2022 NAICS,No
Biology research and development laboratories or services (except biotechnology and nanotechnology research and development),541715,None,NAICS Index Item Description Code,2022 NAICS,No
Botany research and development laboratories or services (except biotechnology and nanotechnology research and development),541715,None,NAICS Index Item Description Code,2022 NAICS,No
Chemical research and development laboratories or services (except biotechnology and nanotechnology research and development),541715,None,NAICS Index Item Description Code,2022 NAICS,No
Computer and related hardware research and development laboratories or services (except nanotechnology research and development),541715,None,NAICS Index Item Description Code,2022 NAICS,No
Dental research and development laboratories or services,541715,None,NAICS Index Item Description Code,2022 NAICS,No
Electronic research and development laboratories or services (except nanotechnology research and development),541715,None,NAICS Index Item Description Code,2022 NAICS,No
Engineering research and development laboratories or services (except nanotechnology research and development),541715,None,NAICS Index Item Description Code,2022 NAICS,No
Entomological research and development laboratories or services (except biotechnology and nanotechnology research and development),541715,None,NAICS Index Item Description Code,2022 NAICS,No
Environmental research and development laboratories or services (except biotechnology and nanotechnology research and development),541715,None,NAICS Index Item Description Code,2022 NAICS,No
Experimental farms,541715,None,NAICS Index Item Description Code,2022 NAICS,No
Fisheries research and development laboratories or services,541715,None,NAICS Index Item Description Code,2022 NAICS,No
Food research and development laboratories or services (except biotechnology and nanotechnology research and development),541715,None,NAICS Index Item Description Code,2022 NAICS,No
Forestry research and development laboratories or services,541715,None,NAICS Index Item Description Code,2022 NAICS,No
Genetics research and development laboratories or services (except biotechnology and nanotechnology research and development),541715,None,NAICS Index Item Description Code,2022 NAICS,No
Geological research and development laboratories or services (except nanotechnology research and development),541715,None,NAICS Index Item Description Code,2022 NAICS,No
Guided missile and space vehicle engine research and development,541715,None,NAICS Index Item Description Code,2022 NAICS,No
Guided missile and space vehicle parts (except engines) research and development,541715,None,NAICS Index Item Description Code,2022 NAICS,No
Health research and development laboratories or services (except biotechnology and nanotechnology research and development),541715,None,NAICS Index Item Description Code,2022 NAICS,No
Industrial research and development laboratories or services (except biotechnology and nanotechnology research and development),541715,None,NAICS Index Item Description Code,2022 NAICS,No
Life sciences research and development laboratories or services (except biotechnology and nanotechnology research and development),541715,None,NAICS Index Item Description Code,2022 NAICS,No
Mathematics research and development laboratories or services,541715,None,NAICS Index Item Description Code,2022 NAICS,No
Medical research and development laboratories or services (except biotechnology and nanotechnology research and development),541715,None,NAICS Index Item Description Code,2022 NAICS,No
"Observatories, research institutions",541715,None,NAICS Index Item Description Code,2022 NAICS,No
Oceanographic research and development laboratories or services,541715,None,NAICS Index Item Description Code,2022 NAICS,No
Photonics research and development services (except nanotechnology research and development),541715,None,NAICS Index Item Description Code,2022 NAICS,No
Physical science research and development laboratories or services (except biotechnology and nanotechnology research and development),541715,None,NAICS Index Item Description Code,2022 NAICS,No
Physics research and development laboratories or services (except nanotechnology research and development),541715,None,NAICS Index Item Description Code,2022 NAICS,No
Robotics research and development laboratories or services,541715,None,NAICS Index Item Description Code,2022 NAICS,No
Veterinary research and development laboratories or services (except biotechnology and nanotechnology research and development),541715,None,NAICS Index Item Description Code,2022 NAICS,No
Archeological research and development services,541720,None,NAICS Index Item Description Code,2022 NAICS,No
Behavioral research and development services,541720,None,NAICS Index Item Description Code,2022 NAICS,No
Business research and development services,541720,None,NAICS Index Item Description Code,2022 NAICS,No
Cognitive research and development services,541720,None,NAICS Index Item Description Code,2022 NAICS,No
Demographic research and development services,541720,None,NAICS Index Item Description Code,2022 NAICS,No
Economic research and development services,541720,None,NAICS Index Item Description Code,2022 NAICS,No
Historic and cultural preservation research and development services,541720,None,NAICS Index Item Description Code,2022 NAICS,No
Humanities research and development services,541720,None,NAICS Index Item Description Code,2022 NAICS,No
Language research and development services,541720,None,NAICS Index Item Description Code,2022 NAICS,No
Learning disabilities research and development services,541720,None,NAICS Index Item Description Code,2022 NAICS,No
Psychology research and development services,541720,None,NAICS Index Item Description Code,2022 NAICS,No
Social science research and development services,541720,None,NAICS Index Item Description Code,2022 NAICS,No
Sociological research and development services,541720,None,NAICS Index Item Description Code,2022 NAICS,No
Sociology research and development services,541720,None,NAICS Index Item Description Code,2022 NAICS,No
Advertising agencies,541810,None,NAICS Index Item Description Code,2022 NAICS,No
Advertising agency consulting services,541810,None,NAICS Index Item Description Code,2022 NAICS,No
Digital advertising agencies,541810,None,NAICS Index Item Description Code,2022 NAICS,No
Internet advertising agencies,541810,None,NAICS Index Item Description Code,2022 NAICS,No
Online advertising agencies,541810,None,NAICS Index Item Description Code,2022 NAICS,No
Lobbying services,541820,None,NAICS Index Item Description Code,2022 NAICS,No
Lobbyists' offices,541820,None,NAICS Index Item Description Code,2022 NAICS,No
Political consulting services,541820,None,NAICS Index Item Description Code,2022 NAICS,No
Public relations agencies,541820,None,NAICS Index Item Description Code,2022 NAICS,No
Public relations consulting services,541820,None,NAICS Index Item Description Code,2022 NAICS,No
Public relations services,541820,None,NAICS Index Item Description Code,2022 NAICS,No
Media buying agencies,541830,None,NAICS Index Item Description Code,2022 NAICS,No
Media buying services,541830,None,NAICS Index Item Description Code,2022 NAICS,No
"Advertising media representatives (i.e., independent of media owners)",541840,None,NAICS Index Item Description Code,2022 NAICS,No
"Magazine advertising representatives (i.e., independent of media owners)",541840,None,NAICS Index Item Description Code,2022 NAICS,No
"Media advertising representatives (i.e., independent of media owners)",541840,None,NAICS Index Item Description Code,2022 NAICS,No
"Media representatives (i.e., independent of media owners)",541840,None,NAICS Index Item Description Code,2022 NAICS,No
"Newspaper advertising representatives (i.e., independent of media owners)",541840,None,NAICS Index Item Description Code,2022 NAICS,No
"Publishers' advertising representatives (i.e., independent of media owners)",541840,None,NAICS Index Item Description Code,2022 NAICS,No
"Radio advertising representatives (i.e., independent of media owners)",541840,None,NAICS Index Item Description Code,2022 NAICS,No
"Television advertising representatives (i.e., independent of media owners)",541840,None,NAICS Index Item Description Code,2022 NAICS,No
"Advertising services, indoor or outdoor display",541850,None,NAICS Index Item Description Code,2022 NAICS,No
"Advertising, aerial",541850,None,NAICS Index Item Description Code,2022 NAICS,No
Billboard display advertising services,541850,None,NAICS Index Item Description Code,2022 NAICS,No
Bus card advertising services,541850,None,NAICS Index Item Description Code,2022 NAICS,No
Bus display advertising services,541850,None,NAICS Index Item Description Code,2022 NAICS,No
Indoor display advertising services,541850,None,NAICS Index Item Description Code,2022 NAICS,No
Outdoor display advertising services,541850,None,NAICS Index Item Description Code,2022 NAICS,No
"Out-of-home media (i.e., display) advertising services",541850,None,NAICS Index Item Description Code,2022 NAICS,No
Store display advertising services,541850,None,NAICS Index Item Description Code,2022 NAICS,No
Subway card display advertising services,541850,None,NAICS Index Item Description Code,2022 NAICS,No
Taxicab card advertising services,541850,None,NAICS Index Item Description Code,2022 NAICS,No
Transit advertising services,541850,None,NAICS Index Item Description Code,2022 NAICS,No
Advertising material preparation services for mailing or other direct distribution,541860,None,NAICS Index Item Description Code,2022 NAICS,No
Direct mail advertising services,541860,None,NAICS Index Item Description Code,2022 NAICS,No
Direct mail or other direct distribution advertising campaign services,541860,None,NAICS Index Item Description Code,2022 NAICS,No
"Advertising material (e.g., coupons, flyers, samples) direct distribution services",541870,None,NAICS Index Item Description Code,2022 NAICS,No
Circular direct distribution services,541870,None,NAICS Index Item Description Code,2022 NAICS,No
Coupon direct distribution services,541870,None,NAICS Index Item Description Code,2022 NAICS,No
"Directory, telephone, distribution on a contract basis",541870,None,NAICS Index Item Description Code,2022 NAICS,No
"Door-to-door distribution of advertising materials (e.g., coupons, flyers, samples)",541870,None,NAICS Index Item Description Code,2022 NAICS,No
Flyer direct distribution (except direct mail) services,541870,None,NAICS Index Item Description Code,2022 NAICS,No
Handbill direct distribution services,541870,None,NAICS Index Item Description Code,2022 NAICS,No
Sample direct distribution services,541870,None,NAICS Index Item Description Code,2022 NAICS,No
"Telephone directory distribution services, door-to-door",541870,None,NAICS Index Item Description Code,2022 NAICS,No
"Advertising specialty (e.g., keychain, magnet, pen) distribution services",541890,None,NAICS Index Item Description Code,2022 NAICS,No
"Demonstration services, merchandise",541890,None,NAICS Index Item Description Code,2022 NAICS,No
Display lettering services,541890,None,NAICS Index Item Description Code,2022 NAICS,No
Mannequin decorating services,541890,None,NAICS Index Item Description Code,2022 NAICS,No
Sign lettering and painting services,541890,None,NAICS Index Item Description Code,2022 NAICS,No
"Welcoming services (i.e., advertising services)",541890,None,NAICS Index Item Description Code,2022 NAICS,No
"Window dressing or trimming services, store",541890,None,NAICS Index Item Description Code,2022 NAICS,No
Broadcast media rating services,541910,None,NAICS Index Item Description Code,2022 NAICS,No
Internet media audience research services,541910,None,NAICS Index Item Description Code,2022 NAICS,No
Internet traffic monitoring research services,541910,None,NAICS Index Item Description Code,2022 NAICS,No
Marketing analysis services,541910,None,NAICS Index Item Description Code,2022 NAICS,No
Marketing research services,541910,None,NAICS Index Item Description Code,2022 NAICS,No
Opinion research services,541910,None,NAICS Index Item Description Code,2022 NAICS,No
Political opinion polling services,541910,None,NAICS Index Item Description Code,2022 NAICS,No
Public opinion polling services,541910,None,NAICS Index Item Description Code,2022 NAICS,No
Public opinion research services,541910,None,NAICS Index Item Description Code,2022 NAICS,No
"Sampling services, statistical",541910,None,NAICS Index Item Description Code,2022 NAICS,No
Passport photography services,541921,None,NAICS Index Item Description Code,2022 NAICS,No
"Photography services, portrait (e.g., still, video)",541921,None,NAICS Index Item Description Code,2022 NAICS,No
"Photography studios, portrait",541921,None,NAICS Index Item Description Code,2022 NAICS,No
Portrait photography services,541921,None,NAICS Index Item Description Code,2022 NAICS,No
Portrait photography studios,541921,None,NAICS Index Item Description Code,2022 NAICS,No
"School photography (i.e., portrait photography) services",541921,None,NAICS Index Item Description Code,2022 NAICS,No
"Video photography services, portrait",541921,None,NAICS Index Item Description Code,2022 NAICS,No
"Video taping services, special events (e.g., birthdays, weddings)",541921,None,NAICS Index Item Description Code,2022 NAICS,No
Wedding photography services,541921,None,NAICS Index Item Description Code,2022 NAICS,No
Commercial event videography services,541922,None,NAICS Index Item Description Code,2022 NAICS,No
Commercial photography services,541922,None,NAICS Index Item Description Code,2022 NAICS,No
Medical photography services,541922,None,NAICS Index Item Description Code,2022 NAICS,No
Photographers specializing in aerial photography,541922,None,NAICS Index Item Description Code,2022 NAICS,No
"Photography services, commercial",541922,None,NAICS Index Item Description Code,2022 NAICS,No
"Photography studios, commercial",541922,None,NAICS Index Item Description Code,2022 NAICS,No
Video taping services for legal depositions,541922,None,NAICS Index Item Description Code,2022 NAICS,No
"Interpretation services, language",541930,None,NAICS Index Item Description Code,2022 NAICS,No
Language interpretation services,541930,None,NAICS Index Item Description Code,2022 NAICS,No
"Language services (e.g., interpretation, sign, translation)",541930,None,NAICS Index Item Description Code,2022 NAICS,No
Language translation services,541930,None,NAICS Index Item Description Code,2022 NAICS,No
Sign language services,541930,None,NAICS Index Item Description Code,2022 NAICS,No
"Speech (i.e., language) interpretation services",541930,None,NAICS Index Item Description Code,2022 NAICS,No
"Translation services, language",541930,None,NAICS Index Item Description Code,2022 NAICS,No
Animal hospitals,541940,None,NAICS Index Item Description Code,2022 NAICS,No
"Disease testing services, veterinary",541940,None,NAICS Index Item Description Code,2022 NAICS,No
"Hospitals, animal",541940,None,NAICS Index Item Description Code,2022 NAICS,No
"Internists' offices, veterinary",541940,None,NAICS Index Item Description Code,2022 NAICS,No
"Laboratory testing services, veterinary",541940,None,NAICS Index Item Description Code,2022 NAICS,No
"Livestock inspecting and testing services, veterinary",541940,None,NAICS Index Item Description Code,2022 NAICS,No
Livestock veterinary services,541940,None,NAICS Index Item Description Code,2022 NAICS,No
Pet hospitals,541940,None,NAICS Index Item Description Code,2022 NAICS,No
Small animal veterinary services,541940,None,NAICS Index Item Description Code,2022 NAICS,No
"Surgeons' offices, veterinary",541940,None,NAICS Index Item Description Code,2022 NAICS,No
"Surgery services, veterinary",541940,None,NAICS Index Item Description Code,2022 NAICS,No
"Testing laboratories, veterinary",541940,None,NAICS Index Item Description Code,2022 NAICS,No
Testing services for veterinarians,541940,None,NAICS Index Item Description Code,2022 NAICS,No
"Vaccination services, veterinary",541940,None,NAICS Index Item Description Code,2022 NAICS,No
Veterinarians' offices,541940,None,NAICS Index Item Description Code,2022 NAICS,No
Veterinarians' practices,541940,None,NAICS Index Item Description Code,2022 NAICS,No
Veterinary clinics,541940,None,NAICS Index Item Description Code,2022 NAICS,No
Veterinary services,541940,None,NAICS Index Item Description Code,2022 NAICS,No
"Veterinary services, livestock",541940,None,NAICS Index Item Description Code,2022 NAICS,No
"Veterinary services, pets and other animal specialties",541940,None,NAICS Index Item Description Code,2022 NAICS,No
Veterinary testing laboratories,541940,None,NAICS Index Item Description Code,2022 NAICS,No
Appraisal (except real estate) services,541990,None,NAICS Index Item Description Code,2022 NAICS,No
"Arbitration and conciliation services (except by attorney, paralegal)",541990,None,NAICS Index Item Description Code,2022 NAICS,No
Business brokers (except real estate brokers),541990,None,NAICS Index Item Description Code,2022 NAICS,No
Commodity inspection services,541990,None,NAICS Index Item Description Code,2022 NAICS,No
Construction estimation services,541990,None,NAICS Index Item Description Code,2022 NAICS,No
Consumer credit counseling services,541990,None,NAICS Index Item Description Code,2022 NAICS,No
"Credit repair (i.e., counseling) services, consumer",541990,None,NAICS Index Item Description Code,2022 NAICS,No
Electronic communication content verification services ,541990,None,NAICS Index Item Description Code,2022 NAICS,No
"Estate assessment (i.e., appraisal) services",541990,None,NAICS Index Item Description Code,2022 NAICS,No
"Fire extinguisher testing and/or inspection, without sales, service, or installation",541990,None,NAICS Index Item Description Code,2022 NAICS,No
Handwriting analysis services,541990,None,NAICS Index Item Description Code,2022 NAICS,No
Handwriting expert services,541990,None,NAICS Index Item Description Code,2022 NAICS,No
Marine forecasting services,541990,None,NAICS Index Item Description Code,2022 NAICS,No
"Marine surveyor (i.e., ship appraiser) services",541990,None,NAICS Index Item Description Code,2022 NAICS,No
"Mediation product services (except by lawyer, attorney, paralegal offices, family and social services)",541990,None,NAICS Index Item Description Code,2022 NAICS,No
Meteorological services,541990,None,NAICS Index Item Description Code,2022 NAICS,No
"Patent broker services (i.e., patent marketing services)",541990,None,NAICS Index Item Description Code,2022 NAICS,No
